"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","lrgen","lrecon","galtan","party_id","RC1","RC2"
"407",6,7,7,8,10,9,8,7,9,3101,1.27113166925901,0.563678508216964
"408",4,7,3,2,3,0,4,5,3,3102,-0.869335515627514,-0.0673399963558314
"409",8,7,1,10,10,10,9,8,10,3115,1.68726740518512,-0.347595241668537
"410",10,8,9,1,3,0,5,8,0,3105,-1.3846274036873,2.52156841978136
"411",3,5,4,1,4,2,4,5,2,3103,-0.820076416725672,-0.193782630093851
"412",10,8,8,1,3,2,5,7,2,3104,-1.14560150041061,2.23771362967687
"413",3,5,4,5,5,5,4,3,5,3108,0.0505188922536458,-0.438307737111342
"414",2,4,2,0,0,0,3,3,0,3110,-1.54505069889725,-0.680951237933849
"415",4,4,6,8,10,9,9,4,9,3107,1.1440541057875,-0.155878224229043
"416",1,6,0,7,10,7,9,2,8,3116,1.33393963271352,-1.88506910176681
"417",5,5,5,5,5,7,5,5,6,3117,0.126621668322832,0.122124617098883
"418",8,7,6,1,3,0,4,7,0,3118,-1.27677759194163,1.44209985018398
"419",8,5,3,1,2,0,3,7,0,3106,-1.46341423807636,0.780527338085745
"420",10,7,9,10,10,10,10,8,10,3119,1.33717316153736,1.74210393422126
"421",5,6,5,6,8,7,6,5,6,3101,0.648736781683799,0.0722261094239434
"422",5,4,5,4,7,3,4,5,3,3102,-0.272728873022647,0.24280030914299
"423",5,5,5,7,8,8,7,7,7,3115,0.779174646722723,-0.021963932856761
"424",5,5,5,3,7,2,5,5,2,3105,-0.403166738061572,0.336990351423695
"425",5,4,4,5,7,5,4,5,5,3103,0.0790880382265248,-0.069488710801059
"426",5,5,5,4,7,3,5,5,4,3104,-0.186460371487434,0.270413062496481
"427",3,NA,3,4,7,4,4,5,6,3108,0.0717512641682106,-0.614778416241238
"428",4,4,3,4,6,3,3,4,4,3110,-0.267757324629944,-0.370552924547257
"429",5,6,5,8,9,8,8,6,9,3107,1.08591935751484,-0.0391444197391195
"430",4,5,3,5,8,5,7,6,6,3116,0.354503304649916,-0.480378540001216
"431",5,7,4,5,8,5,6,5,7,3117,0.445578744116589,-0.0030094611368774
"432",6,5,5,4,6,3,5,5,4,3118,-0.344411950302237,0.501346973120948
"433",5,4,5,3,6,2,3,5,2,3106,-0.59712044088121,0.325736608466494
"434",5,8,7,9,10,9,9,6,10,3119,1.52045755629708,0.348282131502718
"435",3,6,4,6,7,5,6,4,6,3101,0.464948804330187,-0.471847234389991
"436",4,4,2,4,4,2,4,4,3,3102,-0.555847899727078,-0.507260516596202
"437",5,6,4,8,9,6,7,5,8,3115,0.909283826384896,-0.17042697349299
"438",6,5,5,4,3,1,4,7,2,3105,-0.87529827135883,0.62671012248513
"440",8,6,8,4,5,1,5,8,4,3104,-0.767777680535649,1.67346067128994
"442",2,3,2,3,2,6,3,2,3,3110,-0.454083622336225,-1.05544305612453
"443",3,5,3,9,8,8,8,NA,8,3107,1.16767978987519,-0.923119536850594
"444",1,6,2,8,6,5,3,2,6,3116,0.745768746198227,-1.35664382798753
"445",3,6,4,5,6,5,6,3,6,3117,0.244472595073284,-0.427053994154142
"446",3,6,4,5,5,5,6,4,5,3118,0.136787393788859,-0.410694983757851
"447",4,5,3,2,4,NA,4,6,2,3106,-0.695181992629699,-0.22665354936071
"448",5,7,6,8,9,9,8,8,8,3119,1.24490803157834,0.157893946455896
"449",3,5,3,7,8,7,7,3,8,3101,0.838182415328571,-0.828108018083821
"450",3,3,3,3,4,2,3,3,3,3102,-0.735836217777766,-0.513445268409131
"451",5,5,5,9,10,8,9,4,9,3115,1.22012706523653,-0.111550413328459
"452",8,7,8,3,3,2,4,8,2,3105,-0.905755230940105,1.72408261618791
"453",4,4,3,5,6,5,5,3,6,3103,0.0528644005458535,-0.475273272562126
"454",9,6,8,1,2,1,3,9,2,3104,-1.47947268583674,2.02241529222566
"455",3,NA,2,5,7,NA,5,2,6,3108,0.296124427345574,-0.853612802635969
"456",4,NA,4,2,3,2,3,3,6,3110,-1.0075800151011,-0.0368439923422021
"457",4,6,3,7,9,8,8,3,8,3107,1.08578509921949,-0.640422433986099
"458",5,7,5,6,9,5,7,5,7,3116,0.634859767300118,0.159765970556454
"459",3,NA,2,5,6,6,6,2,6,3117,0.346076949670283,-0.901043962115275
"461",5,NA,4,2,3,2,3,6,2,3106,-1.01039871678711,0.192917922230395
"463",3,7,6,7,7,7,7,4,7,3101,0.809448658894448,-0.133817485193008
"464",2,6,8,3,4,2,3,4,2,3102,-0.582740266008622,0.392661451069066
"465",3,8,7,8,8,9,8,5,9,3115,1.29282890081651,-0.0197154183214964
"466",7,5,3,1,4,1,5,8,1,3105,-1.09386209937547,0.495091357977332
"467",4,6,6,3,5,3,5,4,5,3103,-0.409282089036545,0.352171838183114
"468",5,4,4,3,5,2,5,7,4,3104,-0.67361045609226,0.134526946933604
"469",2,8,8,5,5,4,4,3,5,3108,0.130894671494506,0.29837336952533
"470",3,7,8,3,5,3,4,3,6,3110,-0.335137582117703,0.580347035166789
"471",5,5,4,7,7,8,8,5,9,3107,0.702684631511673,-0.213173594389651
"472",6,2,9,1,5,2,4,2,5,3116,-1.2779717830049,1.38858815977982
"473",4,8,6,5,5,5,5,4,5,3117,0.196667647182157,0.274242767035668
"474",7,6,3,2,4,2,4,8,2,3118,-0.790887231266119,0.456126822403609
"475",6,3,4,2,3,1,3,7,1,3106,-1.24222210430084,0.420784403528085
"477",3,NA,4,5,9,8,7,5,8,3101,0.913781675345621,-0.579515101264582
"478",3,NA,6,5,4,3,3,6,3,3102,-0.370521649148454,0.055668358641874
"479",3,NA,4,NA,9,9,8,4,9,3115,1.42641098441475,-0.683672996347773
"480",5,NA,3,5,5,3,2,5,2,3105,-0.222335968860294,-0.139059852741183
"481",2,NA,3,8,4,NA,5,2,5,3103,0.335807095986674,-0.916571432997114
"482",6,NA,8,3,5,3,4,7,5,3104,-0.628279742241941,1.17851069281806
"484",2,NA,4,NA,4,3,3,2,3,3110,-0.41743348506583,-0.541221299656261
"487",2,NA,2,NA,10,8,8,2,8,3117,1.64236733152849,-1.29201192998598
"488",7,NA,6,2,3,2,2,7,1,3118,-1.16038156876433,1.04134697954813
"489",4,NA,6,4,3,2,2,5,1,3106,-0.818507820842326,0.329708717843088
"491",5,5,NA,8,7,7,7,3,8,3101,0.664767501772431,0.107888242752216
"492",5,5,NA,5,4,0,3,1,1,3102,-0.699112487351195,0.343214439530004
"493",5,3,NA,8,10,9,8,1,9,3115,1.0277960976696,-0.103835714108324
"494",6,7,NA,5,NA,4,5,1,4,3105,-0.00448169838611762,0.538052529445068
"495",7,3,NA,NA,5,3,3,1,3,3103,-0.726255972591134,0.729942803360094
"500",3,3,NA,8,10,5,7,1,6,3116,0.754780919522779,-0.660630985318452
"503",5,7,NA,1,3,0,1,4,0,3106,-1.0760661616331,0.466265274412757
"505",5,7,5,5,6,7,5,5,6,3101,0.406843872677684,0.160991113409574
"506",5,5,5,3,2,2,4,5,3,3102,-0.941592744483696,0.418785403405147
"507",5,NA,5,6,7,8,7,6,8,3115,0.601832688233427,0.0366356840558335
"508",6,5,7,3,2,2,3,7,3,3105,-1.05424949416082,1.04849764749168
"509",5,NA,5,5,4,5,5,5,5,3103,-0.210461375548714,0.207866557332111
"510",6,NA,6,3,4,4,5,6,4,3104,-0.573972637854717,0.74020866260066
"511",3,NA,1,3,NA,5,5,3,5,3108,-0.263682168555677,-1.04975849665698
"512",5,NA,2,4,NA,5,5,5,5,3110,-0.05302699304231,-0.401024017164631
"513",4,NA,4,7,NA,8,7,5,6,3107,0.86724173101275,-0.396249091633268
"514",3,NA,7,4,7,5,6,6,6,3116,0.0681395787834133,0.182875763058526
"515",3,8,4,5,NA,6,6,6,6,3117,0.553230517130697,-0.414879249653702
"517",6,5,7,3,2,1,2,6,2,3106,-1.15816485276248,1.08664070657934
"518",5,NA,5,7,7,9,8,6,9,3119,0.840106180191368,-0.0230384165330077
"519",5,7,6,7,7,8,7,6,7,3101,0.81283126243535,0.257189256175691
"520",3,4,3,3,2,3,3,3,2,3102,-0.761022760209743,-0.491257553350714
"521",6,7,6,8,8,9,8,6,8,3115,1.08695645276353,0.388827857080364
"522",7,6,7,2,3,2,4,7,1,3105,-1.02335317684404,1.30276052051662
"523",3,3,3,4,5,4,5,4,4,3103,-0.307529291317544,-0.63452462682029
"524",9,7,7,2,2,3,5,8,2,3104,-1.04138727305235,1.7377390256351
"525",3,NA,3,4,4,5,3,3,3,3108,-0.168956106467208,-0.610747632478395
"526",4,3,3,1,3,2,2,3,1,3110,-1.11936981253753,-0.225642898105545
"527",4,7,4,8,8,9,8,4,9,3107,1.24987957997104,-0.455459287234351
"528",2,3,2,2,7,2,2,2,2,3116,-0.444110058293217,-0.9562316419158
"529",4,7,4,5,5,7,5,4,6,3117,0.380620234997012,-0.244793448351493
"530",7,7,6,5,3,5,5,6,3,3118,-0.255770389513041,0.92307273515929
"531",5,4,3,2,2,2,3,5,2,3106,-1.07826188184464,0.00446953603285402
"532",5,5,5,9,9,9,8,5,9,3119,1.21635722255376,-0.133334462019824
"533",1,10,0,9,10,9,9,2,10,3101,2.11242637200264,-1.90777266620727
"534",1,5,0,4,3,0,4,2,1,3102,-0.571905811941723,-1.445864679214
"535",1,6,0,9,10,10,8,1,10,3115,1.87126772446345,-2.05636673870889
"536",7,10,6,5,3,0,5,9,0,3105,-0.516541677915698,1.19662629065804
"537",4,2,0,4,4,1,3,2,2,3103,-0.769909889252414,-0.939480308073889
"538",9,10,6,4,7,1,5,9,2,3104,-0.195209277209575,1.55063122028113
"539",3,NA,0,6,4,1,4,2,5,3108,-0.321524492706651,-1.1556981612742
"540",1,4,0,3,3,0,2,2,0,3110,-0.770965321449415,-1.44504320272794
"541",1,9,0,10,10,10,10,2,9,3107,2.24286423704157,-2.00196270848798
"542",1,3,0,2,5,5,4,2,5,3116,-0.235077635379961,-1.66765504247272
"543",1,9,0,10,10,3,8,1,5,3117,1.51545672682995,-1.73496129487439
"544",8,10,8,3,2,0,5,9,1,3118,-0.962465644822208,1.89956600481998
"545",7,4,2,3,3,0,4,7,0,3106,-1.13495395877844,0.257543542499489
"546",1,7,0,10,10,10,10,1,10,3119,2.07032723397114,-2.05718821519496
"547",4,9,3,4,8,5,4,4,7,2111,0.58678630281829,-0.341493296747695
"548",8,9,8,2,8,6,8,8,7,2102,0.108078204986604,1.57337506440238
"549",4,2,4,0,NA,0,5,5,0,2114,-1.60052930583568,0.0655769726435293
"550",3,10,3,10,10,10,4,3,10,2115,2.1350144252959,-0.92249413889059
"551",0,10,0,10,10,4,0,0,10,2103,1.75590696449721,-1.96006650083673
"552",1,9,1,7,10,2,1,1,9,2101,1.04197315823748,-1.40394687433888
"553",5,6,4,5,4,7,5,5,9,2104,0.136400154646996,-0.0414722910805166
"554",7,5,8,1,4,2,7,7,3,2109,-1.14592267114069,1.49479165853558
"555",6,5,7,1,4,1,7,7,3,2116,-1.16837646613859,1.11079114546588
"556",6,7,7,3,7,3,6,NA,5,2111,-0.239371126066615,0.983785043129559
"557",7,8,8,6,8,4,8,8,6,2102,0.315409395668366,1.29373660963779
"558",5,2,5,5,3,2,4,3,2,2114,-0.867131031859953,0.262719673269267
"559",2,NA,2,8,9,NA,10,2,9,2115,1.34638053821027,-1.24330602258455
"560",1,5,1,7,8,3,1,0,3,2103,0.58544410812944,-1.51982292604792
"561",3,4,3,4,7,3,3,2,4,2101,-0.109805745815141,-0.601486835171725
"562",5,3,5,5,5,6,6,6,8,2104,-0.149830693349253,0.105042169479556
"563",6,3,6,6,6,5,7,7,7,2109,-0.114731406297763,0.52053556048872
"564",5,3,5,5,4,4,5,5,6,2116,-0.465346611836997,0.197687298051157
"565",2,8,3,9,10,4,4,4,7,2111,1.27646064017342,-0.935001961460259
"566",8,8,7,9,10,7,7,7,7,2102,1.16182770650263,1.06829295036256
"567",2,3,2,2,3,0,2,4,1,2114,-1.08268158063423,-0.814509482155329
"568",NA,NA,7,9,10,8,9,NA,8,2115,1.37272888327063,0.533866345414748
"569",1,7,2,9,9,7,1,2,8,2103,1.47571457676251,-1.48282845383778
"570",1,5,2,8,8,3,3,4,5,2101,0.667039930028544,-1.34068848395829
"571",2,6,3,8,8,5,6,7,7,2104,0.879677585163323,-0.967218276622756
"572",7,8,8,7,6,3,7,8,6,2109,0.108914642470336,1.33616345967846
"573",7,8,8,7,6,3,7,7,6,2116,0.108914642470336,1.33616345967846
"574",4,6,3,7,8,5,5,5,7,2111,0.666353822130087,-0.509634246326843
"575",7,8,7,7,8,7,8,8,8,2102,0.771141665519197,0.943304530606081
"576",4,3,5,2,4,2,4,4,2,2114,-0.961283975427373,0.144701205516966
"577",3,8,4,9,9,8,10,3,9,2115,1.50297530969188,-0.649071615257232
"578",1,8,2,8,7,7,1,2,9,2103,1.2338216677564,-1.39406344985215
"579",3,6,3,6,6,5,3,4,6,2101,0.388458789119137,-0.663056895922881
"580",4,6,3,6,7,8,5,5,6,2104,0.757623688678161,-0.579270183353959
"581",6,4,6,2,3,3,7,7,3,2109,-1.01051325770906,0.787248382564627
"582",6,5,5,3,5,5,6,6,5,2116,-0.357057442355822,0.469854095181488
"583",8,9,7,7,8,8,5,5,7,2111,0.911059148125691,1.14734912510009
"584",10,8,10,5,8,8,9,9,7,2102,0.405090317364639,2.22846064766962
"585",5,3,4,5,4,0,5,5,0,2114,-0.849812860170259,0.142690862472597
"586",7,9,5,10,10,10,8,5,10,2115,1.78529004149242,0.323330052526989
"587",3,9,1,8,8,8,0,0,9,2103,1.46235316019031,-1.19937163745543
"588",5,7,3,5,8,5,2,2,5,2101,0.476773930189964,-0.210578133066058
"589",6,5,5,7,8,10,5,5,9,2104,0.936738986395663,0.116324849196106
"590",10,7,10,5,8,5,9,9,6,2109,0.00707574002444765,2.31527707157909
"591",6,3,7,5,8,3,7,7,2,2116,-0.251177914978085,0.800106559640188
"592",3,6,2,7,8,6,5,3,5,2111,0.8517307443355,-0.969920877571856
"593",9,10,9,9,8,9,8,8,9,2102,1.21416827453039,1.70966260377335
"594",5,2,5,2,3,1,3,3,1,2114,-1.30941941437905,0.386165421875598
"595",6,10,2,10,10,9,10,5,10,2115,1.91149512017648,-0.448195051047584
"596",3,10,2,9,8,9,1,2,9,2103,1.73413284222629,-1.03076750109998
"597",4,7,2,6,7,5,4,3,5,2101,0.563341300481772,-0.644796924666684
"598",5,6,4,6,6,9,7,6,9,2104,0.672392282391643,-0.178910659887966
"599",9,6,8,5,2,2,8,8,9,2109,-0.924393295345163,1.87053531377977
"600",9,5,8,5,4,3,6,8,6,2116,-0.691376035709868,1.77206148054604
"601",2,8,3,4,8,3,5,5,5,2111,0.393219839140516,-0.72196973238223
"602",9,8,8,5,8,4,7,8,7,2102,0.10208563263513,1.7513206399337
"603",4,2,4,1,4,0,5,4,2,2114,-1.33697901606501,0.014240128249164
"604",4,10,3,10,10,10,10,4,10,2115,2.08474804776552,-0.707919238662413
"605",0,9,0,10,9,9,0,1,9,2103,2.08153005468586,-2.16203553923221
"606",1,5,2,5,6,4,2,3,5,2101,0.217211862143918,-1.26081083273469
"607",5,6,5,6,7,8,6,5,8,2104,0.644966939001033,0.0504420607325788
"608",8,3,7,5,4,6,7,7,6,2109,-0.470705399371563,1.18026322441874
"609",5,4,7,4,5,2,6,6,3,2116,-0.654405006339906,0.728798732881587
"610",3,5,2,5,7,4,5,4,5,2111,0.224364308367586,-0.848020042674628
"611",8,9,8,7,9,10,8,8,8,2102,1.19537988054006,1.26227266845767
"612",1,1,3,1,1,0,5,2,0,2114,-1.56430880278899,-0.815588966529167
"613",4,10,4,10,10,10,10,4,10,2115,2.05355286169215,-0.500350566733232
"614",0,7,0,9,10,9,0,0,7,2103,1.90388724492738,-2.20518582649592
"615",1,5,1,6,8,4,3,2,5,2101,0.576568458758621,-1.52953175529601
"616",4,4,4,5,8,10,6,6,9,2104,0.756616410049624,-0.491137916863802
"617",7,3,7,2,1,1,7,7,5,2109,-1.60144444262019,1.29078334033638
"618",6,3,6,3,2,1,5,7,3,2116,-1.29950666975953,0.823846527943178
"619",5,8,3,7,10,5,5,5,5,2111,1.00399485023898,-0.272551860184265
"620",8,8,7,7,9,6,8,8,7,2102,0.724645130671584,1.17966347952562
"621",4,4,5,2,7,1,5,6,1,2114,-0.655875228640545,0.161379986769241
"622",6,9,6,10,10,10,9,8,9,2115,1.80436123294943,0.316323824227992
"623",0,8,1,8,9,5,1,1,9,2103,1.32282291672568,-1.77263892462678
"624",2,7,2,NA,8,3,3,3,6,2101,0.518612136434643,-1.00264592540819
"625",5,7,6,6,8,10,6,6,10,2104,1.01555617295061,0.192978357443649
"626",8,7,8,3,7,6,8,8,7,2109,-0.0593529913957687,1.50607433825213
"627",4,NA,5,NA,8,6,6,6,8,2116,0.687637808523057,-0.142345499054163
"628",4,7,3,7,10,5,4,4,5,2111,0.96799272623415,-0.514739513765933
"629",7,7,8,7,10,7,8,8,8,2102,0.869048380479459,1.09054242838919
"630",3,3,5,3,3,2,4,5,2,2114,-0.90591179120894,-0.0819489141544794
"631",NA,NA,5,9,10,9,9,2,9,2115,1.56236769658399,-0.0388108903244394
"632",1,NA,1,7,NA,4,1,1,4,2103,0.698106657392294,-1.5145047481297
"633",2,5,2,5,7,4,2,2,4,2101,0.274630685897964,-1.06259494290281
"634",5,4,5,6,7,9,6,5,9,2104,0.576345294532266,-0.0429265050620576
"635",7,6,8,3,3,3,8,8,3,2109,-0.83784199634328,1.44375190351859
"636",5,5,5,3,NA,3,5,6,2,2116,-0.530774562221426,0.334019164688064
"637",2,7,4,7,8,4,NA,NA,5,2111,0.718044534051023,-0.665459562412871
"638",8,9,7,3,8,7,8,8,8,2102,0.355979757634117,1.29922910354598
"639",3,2,2,7,2,1,3,3,1,2114,-0.659031262520198,-0.791502533169801
"640",1,8,NA,10,10,10,9,9,9,2115,2.0895260854486,-1.58330281719373
"641",1,9,1,10,10,5,9,1,9,2103,1.6920922579599,-1.60367874112052
"642",3,5,2,4,3,3,2,2,4,2101,-0.423082863344251,-0.716006712162253
"643",5,4,3,6,7,7,7,6,8,2104,0.430904949475697,-0.381777730745108
"644",7,3,6,3,6,4,8,7,6,2109,-0.607286166347237,0.858556209323228
"645",7,4,6,3,5,3,7,7,5,2116,-0.732618224698107,0.940671032160664
"647",10,8,8,2,9,9,8,7,8,2102,0.340708225480036,1.84412392384599
"649",3,8,3,7,10,9,9,3,10,2115,1.52018903970638,-0.85427389699124
"650",5,NA,1,NA,9,9,1,2,10,2103,1.512683893707,-0.89579360872328
"655",3,6,2,4,10,NA,4,4,7,2111,0.614421228525088,-0.87537884384934
"656",6,9,8,2,10,9,7,7,6,2102,0.735727438421188,0.997078065890478
"657",NA,1,3,0,0,0,3,2,0,2114,-1.89034440485968,-0.320188435814146
"658",2,NA,4,10,10,10,10,10,10,2115,1.96429491337544,-0.990248424567266
"659",1,5,2,7,10,3,0,0,9,2103,0.769619324624915,-1.34497227491132
"660",3,6,2,5,9,4,3,4,6,2101,0.526003212471648,-0.853125310113719
"661",4,6,5,4,5,6,6,4,8,2104,0.0464501808142861,0.00173975915141006
"662",7,8,8,1,6,3,7,6,8,2109,-0.567831405364537,1.50676883871582
"663",5,2,6,0,2,0,7,6,2,2116,-1.77779717628347,0.705104622967841
"664",3,9,5,7,8,6,6,6,5,2111,1.01695069072101,-0.264376601723843
"665",7,9,8,8,9,8,8,8,8,2102,1.1506065488396,1.09554965656525
"666",3,2,3,1,4,1,4,4,1,2114,-1.1516020938596,-0.446046502995849
"667",2,9,3,10,10,10,9,5,9,2115,2.09901230129107,-1.16468179247226
"668",0,9,0,9,9,7,1,1,9,2103,1.76090832951007,-2.05731519121734
"669",1,6,1,5,8,4,3,2,4,2101,0.550045952321355,-1.47348477210296
"670",5,5,3,9,9,9,5,6,9,2104,1.27874759470051,-0.548471805878185
"671",7,4,7,6,4,5,6,7,6,2109,-0.325294870935152,1.00300990679215
"672",7,4,7,6,4,3,6,7,5,2116,-0.533125588138471,1.07929602496746
"673",3,7,3,7,7,6,4,4,7,2111,0.799118858512913,-0.718380441892894
"674",6,7,6,6,7,6,6,6,5,2102,0.441943159729175,0.576484504418737
"675",5,3,5,2,2,2,5,5,1,2114,-1.2269207555266,0.391994126537724
"676",4,7,3,7,9,7,8,3,9,2115,1.06813824215304,-0.574666621544953
"677",3,7,3,7,8,7,3,3,9,2103,1.010719418399,-0.77288251137684
"678",3,6,3,6,7,6,4,4,5,2101,0.600059349005221,-0.717558965406826
"679",5,6,4,6,6,7,5,NA,5,2104,0.464561565188324,-0.102624541712656
"680",7,6,6,5,5,6,7,7,5,2109,-0.0227531298777455,0.824598901925563
"681",6,5,5,4,5,5,6,6,5,2116,-0.244266434383344,0.441419865341929
"682",5,6,6,6,9,2,5,5,6,2111,0.205650003886552,0.454151066395109
"683",10,10,9,0,9,6,8,9,8,2102,-0.0552780492728478,2.27821573942423
"684",5,4,3,1,3,0,4,4,1,2114,-1.29119840573601,0.0928308736514325
"685",6,8,5,10,10,10,10,6,10,2115,1.74928791748759,0.081142398945321
"686",0,8,1,8,10,9,1,0,9,2103,1.84616955241674,-1.94157017137369
"687",3,6,2,6,7,6,3,3,5,2101,0.631254535078596,-0.925127637336007
"688",4,6,5,7,6,10,6,5,9,2104,0.908169840422784,-0.252494177114177
"689",8,5,7,5,5,4,7,7,6,2109,-0.398313912220031,1.29541583890474
"690",6,5,5,5,5,5,5,6,6,2116,-0.131475426410865,0.41298563550237
"691",2,9,3,7,9,9,3,3,6,2111,1.54903871748755,-1.02487703346964
"692",7,7,7,2,8,7,8,7,8,2102,0.12091812412159,1.05786292645038
"693",NA,4,5,1,7,2,4,4,2,2114,-0.69993734228263,0.301873587680868
"694",1,9,NA,7,9,9,5,4,9,2115,1.59306605780325,-1.19793819931198
"695",1,9,2,8,9,9,2,2,6,2103,1.74329128906378,-1.47545483546655
"696",1,5,3,6,8,7,3,3,3,2101,0.825924162416849,-1.22882358870062
"697",5,6,5,2,6,8,6,5,8,2104,0.0861177058266931,0.180537990487104
"698",8,5,8,1,6,7,7,8,5,2109,-0.461241853093918,1.4859332425329
"699",9,NA,9,NA,6,6,7,8,5,2116,0.0749508399818228,1.88031238689665
"700",6,9,5,7,10,4,7,4,6,2111,0.87369124349541,0.422916196343418
"701",10,10,10,4,10,8,8,9,8,2102,0.680206715031436,2.27940236342358
"702",5,3,4,0,3,1,6,6,1,2114,-1.41753774271542,0.263077962979026
"703",NA,8,5,10,10,10,10,7,10,2115,1.78196106288234,-0.0583312862029942
"704",0,10,0,10,10,9,1,1,9,2103,2.2754837575055,-2.15078179627501
"705",2,6,2,7,9,2,3,2,5,2101,0.594020888743666,-1.0482825518457
"706",5,5,4,6,6,8,6,6,9,2104,0.48220842225477,-0.168380354153802
"707",8,5,8,2,4,3,7,8,3,2109,-0.979482682096926,1.64278926983654
"708",7,4,7,3,5,4,7,7,4,2116,-0.659898052169823,1.11009664500219
"709",4,8,3,7,8,6,3,4,6,2111,0.942806183802173,-0.492551798707517
"710",8,9,8,8,8,8,7,6,7,2102,0.992654970024795,1.32648356718972
"711",7,1,5,2,3,0,4,5,0,2114,-1.60013602957668,0.825845528066117
"712",3,10,4,10,10,10,10,3,10,2115,2.10381923922253,-0.71492546696141
"713",1,7,1,9,7,9,1,1,9,2103,1.49937007747036,-1.73396522314969
"714",2,7,3,6,7,5,2,2,6,2101,0.632678869469154,-0.866378053193858
"715",5,6,4,4,6,4,5,4,4,2104,-0.0727665265616115,0.0686730952294266
"716",6,5,6,3,3,2,6,5,2,2109,-0.915369106803024,0.824569965166214
"717",6,5,6,3,4,2,5,6,1,2116,-0.8076839055186,0.808210954769923
"718",3,8,4,6,10,6,4,5,6,2111,1.06445676985555,-0.503841817959536
"719",8,7,8,4,9,3,8,7,4,2102,-0.0429376566594183,1.55935126488295
"720",6,0,5,0,4,0,5,5,0,2114,-1.75403496824205,0.624167323767276
"721",3,7,3,10,10,10,9,4,10,2115,1.87620892069026,-1.00533239895106
"722",0,8,0,10,10,10,0,0,10,2103,2.20686211303673,-2.24415036206964
"723",0,7,1,7,9,1,2,2,4,2101,0.708101972811352,-1.61924521179009
"724",3,3,3,6,7,1,5,5,3,2104,-0.178322948608715,-0.609681930029023
"725",9,3,8,0,5,0,7,7,0,2109,-1.63192895316324,1.95707728990353
"726",7,2,7,1,6,0,6,7,1,2116,-1.36599330430742,1.24795282392866
"727",3,7,3,7,9,4,4,4,7,2111,0.806658543878444,-0.674812344510165
"728",10,9,7,4,9,7,9,8,9,2102,0.475923211830263,1.68358566376649
"729",1,1,2,1,2,2,3,3,0,2114,-1.21759769822787,-1.11580276702995
"730",0,10,NA,10,10,10,10,1,10,2115,2.30609042883473,-1.70113847632909
"731",0,2,0,10,7,8,0,1,10,2103,1.15836478276886,-2.28446373282641
"732",1,2,1,2,4,2,1,2,3,2101,-0.771972600077952,-1.35691093623778
"733",6,6,7,7,4,10,8,7,9,2104,0.529876310646428,0.624510987993119
"734",8,7,6,1,1,4,7,5,5,2109,-1.07648656010384,1.32224563462594
"735",7,NA,5,2,2,3,5,6,3,2116,-1.15452335075753,0.805091070589216
"736",4,3,5,6,7,5,5,5,5,2111,0.124681736120794,-0.132541922293105
"737",7,2,8,6,6,NA,7,8,6,2102,-0.3760058726711,1.14552088667436
"745",4,9,3,7,8,4,4,4,3,2111,0.821243968134067,-0.388652927178716
"746",7,10,8,6,8,7,8,8,6,2102,0.79969247454377,1.2345329390818
"747",8,8,8,2,7,3,7,7,1,2114,-0.397621573638012,1.67655049870814
"748",2,9,2,8,10,4,10,3,8,2115,1.28113331980953,-1.08652365019639
"749",1,9,1,7,9,3,1,2,5,2103,1.03820331555472,-1.42573092303024
"750",3,8,2,4,8,2,3,3,2,2101,0.270233289081853,-0.676820444995578
"751",5,9,4,6,9,8,7,6,7,2104,1.1503380322489,-0.10700637192871
"752",9,9,9,3,7,4,9,9,1,2109,-0.176108269132414,2.05972953529178
"753",6,8,6,5,8,5,6,7,3,2116,0.419190495974674,0.654315536303151
"754",5,9,8,5,9,5,5,5,5,2111,0.601020204177941,0.866131722890535
"755",10,10,8,4,10,6,8,7,7,2102,0.534766369974867,1.94055113774053
"756",3,2,6,1,5,1,5,4,3,2114,-1.1375024507953,0.160300502395402
"757",2,9,10,9,10,10,10,10,10,2115,1.76785499080496,0.316733140871564
"758",2,10,10,9,10,10,0,NA,10,2103,1.85412349234018,0.344345894225054
"759",2,9,8,5,8,6,2,0,5,2101,0.748049494086311,0.200622973514639
"760",3,8,7,5,9,9,6,7,6,2104,1.0621410781835,0.0492282608008895
"761",9,8,7,2,8,8,9,9,8,2109,0.210569229197705,1.47648242117257
"762",9,6,7,2,8,7,9,8,7,2116,-0.0658831324743804,1.45939997355325
"763",6,10,NA,6,8,5,6,NA,8,2111,0.713877062839592,0.61883621159182
"764",8,8,NA,8,6,4,7,7,8,2102,0.301870539676464,1.30772769983962
"765",4,3,NA,2,3,1,2,3,2,2114,-1.12453199689973,-0.122528166489318
"768",3,5,NA,4,6,3,4,1,5,2101,-0.145260279297371,-0.464109169053813
"769",7,5,NA,7,5,5,6,6,7,2104,0.00796574801933335,0.809396048769987
"770",7,NA,NA,7,4,2,7,6,6,2109,-0.380539847864254,0.884816823188861
"771",7,NA,NA,7,4,2,7,6,5,2116,-0.380539847864254,0.884816823188861
"772",6,6,6,6,8,4,6,7,4,2111,0.255529142275067,0.608798858844266
"773",8,6,7,6,7,4,8,8,5,2102,0.0161159998565108,1.26187634162609
"774",7,3,NA,0,4,1,NA,7,0,2114,-1.46653663142383,1.04949236251161
"775",4,8,4,10,10,10,9,3,10,2115,1.88101585862172,-0.555576073440214
